BREED	COUNTRY	IDNO	CODENO	REGNAME	ACTIVE	CODENAME	DOB	SREGNAME	REL_NM	PL	REL_PL	SCS	REL_SCS	MILK	FAT_P	FAT	STATUS	TDATE	TSOURCE	TDTRS	THRDS	PTAT	TREL	UDC	FLC	BDC	DC	BLACK_PCT	LDTRS	LHRDS	STAT	STR	BD	DF	RA	THURLW	RLS	RLR	FA	FLS	FUA	RUH	RUW	UC	UD	FTP	RTP	TEATL	CEDATE	SCE	PRELIM	SCE_OBS	SCE_REL	DCE	DCE_OBS	DCE_REL	SSB_OBS	SSB_HERDS	SSB_REL	SSB_PCT	SSB_SOURCE	SSB_OFF	DSB_OBS	DSB_DTRS	DSB_HERDS	DSB_REL	DSB_PCT	DSB_SOURCE	DSB_OFF	MS	REL_MS	DIS	AAA	DMS	SCR	SERV_SCR	REL_SCR	SIRE	EVALDATE	RHAIND	HBSTATUS	SBREED	SCOUNTRY	SIDNO	DBREED	DCOUNTRY	DIDNO	MGSBREED	MGSCOUNTRY	MGSIDNO	OBREED	OCOUNTRY	OIDNO	NAABCODE2	NAABCODE3	NAABCODE4	BREED_EVAL	FTI	FUI	NM_PCTILE	PCT_US	SCE_SOURCE	DCE_SOURCE	FI	FE
HO	840	003006988837	507HO11141	"OCD DESTRY BAMA-RED-ET"	0	BAMA-RED	2010-04-28	"SCIENTIFIC DESTRY-ET"	94	2.7	87	2.81	96	25884	3.9	1003	I	2016-04-05	GUSA	211	133	0.66	95	0.97	0.59	0.64	0.08	NULL	211	133	1.24	0.24	-0.07	-0.24	0.96	-0.27	0.61	1.03	0.18	0.8	1.21	0.27	0.25	1.03	1.72	0.79	0.51	0.8	2016-04-05	7.9	NULL	2327	97	5.3	358	85	2228	577	92	6.7	G	G	328	331	160	87	4.7	G	Y	NULL	NULL	NULL	"234   "	"234     "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000138122625	HO	USA	000064777490	HO	USA	000132973942	HO	USA	000069020480	507HO11141	7WW11141	"          "	HO	NULL	NULL	27	87	G	G	1.9	-1
HO	USA	000066576930	7HO10709	"SPRINGHILL-OH IRON HUSKY-ET"	0	HUSKY	2009-03-20	"ENSENADA TABOO PLANET-ET      "	92	1.5	87	2.9	91	27485	3.9	1075	A	2016-04-05	GUSA	101	63	1.12	93	0.6	-0.26	0.72	1.5	20	102	63	0.29	1.25	1.22	0.92	-0.26	0.8	1.82	0.01	-0.88	0.17	0.67	1.6	1.47	0.99	-0.17	1.01	0.78	-2.1	2016-04-05	5.8	NULL	2429	98	5.9	206	76	1884	260	94	7.2	G	G	165	92	62	75	6.5	G	Y	NULL	NULL	NULL	423651	345,234	0.4	6598	96	NULL	2016-04-05	NA	**	HO	USA	000060597003	HO	USA	000061869722	HO	DEU	000341037501	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	63	100	G	G	-2.1	122
HO	USA	000062980834	14HO05552	"MAR-BIL MARION GRENADE-ET"	0	"GRENADE        "	2006-06-28	"VEAZLAND MARION-ET"	96	1.4	93	2.95	97	27681	3.6	987	L	2016-04-05	GUSA	357	195	0.67	95	0.21	1.16	2.64	2.17	10	358	196	2.9	2.61	2.49	1.11	1.59	1.6	-0.29	1.18	1.89	0.94	-0.06	1.41	1.3	-0.78	0	-0.37	-0.11	1.48	2016-04-05	11.5	NULL	4365	99	8.8	1288	93	2040	251	94	10.4	G	G	794	546	153	92	7.3	G	Y	NULL	NULL	NULL	324165	"234,123 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000130153294	HO	USA	000060756040	HO	CAN	000006026421	HO	840	003004518120	514HO05552	"          "	"          "	HO	NULL	NULL	21	67	G	G	1.4	3
HO	USA	000064700377	507HO10356	"DE-SU WATSON"	0	WATSON	2008-03-19	"END-ROAD PVF BOLIVER-ET"	97	3.1	94	2.64	98	27476	4	1090	A	2016-04-05	GUSA	262	140	1.03	96	0.66	0.45	0.26	0.73	50	262	140	0.12	0.44	0.31	0.62	-1.08	0.44	1.13	0.53	0.7	0.54	1.79	0.61	0.56	-0.17	1.05	-0.35	-0.83	1.62	2016-04-05	5.8	NULL	19653	99	6	1781	95	16791	1199	99	7.7	G	G	1499	1233	257	96	6.3	G	Y	NULL	NULL	NULL	345216	"234,345 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000123586443	HO	USA	000062720603	HO	GBR	000000598172	"  "	"   "	"            "	507HO10356	"          "	"          "	HO	NULL	NULL	60	97	G	G	-1.3	85
JE	USA	000117275551	507JE01151	"BUTTERCREST GALVANIZE"	0	"GALVANIZE      "	2010-08-19	"ALL LYNNS LOUIE VALENTINO-ET"	95	1.6	87	3.05	98	23701	4.6	1102	A	2016-04-05	GUSA	365	83	1.5	97	11	0	NULL	NULL	NULL	365	83	1.2	0.6	0	0.7	1.5	0.4	-0.3	0	0.5	NULL	1	1.1	0.8	0.5	0.7	0.2	NULL	0.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"324   "	246,234	0.2	8083	97	NULL	2016-04-05	"  "	HR	JE	USA	000116279413	JE	USA	000116438597	JE	USA	000112797481	"  "	"   "	"            "	507JE01151	"          "	"          "	JE	10.37	4.11	48	98	NULL	NULL	NULL	NULL
MS	USA	000068306871	14MS00116	"KUNDES GOLDEN LOGIC ADVENTURE"	1	"ADVENTURE           "	2010-06-09	"GMC REBEL LOGIC-ET            "	72	1.6	57	3.47	72	19660	4.2	825	A	2016-04-05	USA	23	12	0.4	65	-0.12	0.63	NULL	NULL	NULL	23	12	1.2	0.5	0.3	0.2	1.1	0.2	0.1	0	0.6	NULL	0.5	-0.1	0.1	-0.3	-0.1	0.9	NULL	1.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	234	"135,345 "	2.2	145	36	NULL	2016-04-05	"  "	HR	MS	USA	000000456757	MS	USA	000000465760	SR	SWE	000000091011	"  "	"   "	"            "	"          "	"          "	"          "	MS	NULL	NULL	57	100	NULL	NULL	NULL	NULL
HO	USA	000066800610	614HO06494	"RICH-BANKS HE-MAN-ET"	0	HE-MAN	2009-11-01	"LONG-LANGS OMAN OMAN-ET"	92	0.1	88	2.83	92	27943	3.7	1040	A	2016-04-05	GUSA	130	75	1.18	93	1.12	0.51	1.35	1.35	60	132	76	1.79	0.92	1.18	1.06	0.24	0.43	0.53	-0.11	1.09	0.61	1.07	2.32	2.13	0.98	0.92	-0.33	0.03	2.09	2016-04-05	5.9	NULL	5666	99	4.7	257	78	4884	463	97	8.4	G	G	243	143	77	80	6.5	G	Y	NULL	NULL	NULL	135	234,246	0.8	10268	98	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000062914712	HO	CAN	000010705608	HO	840	003006030054	614HO06494	"          "	"          "	HO	NULL	NULL	42	100	G	G	0.9	67
HO	USA	000061898423	507HO09165	"REGANCREST S BRAXTON-ET"	0	"BRAXTON        "	2005-11-12	"PICSTON SHOTTLE-ET"	99	-3.3	99	3.06	99	28331	3.5	1000	I	2016-04-05	GUSA	12926	4875	2.59	99	1.09	1.48	3.36	3.15	20	12936	4873	3.3	3.03	4.03	3.96	-0.28	3.5	-0.67	1.48	1.38	1.65	1.06	2.26	2.08	2.4	0.2	0.92	1.28	2.19	2016-04-05	8.1	NULL	35950	99	6.7	6982	99	33135	4377	99	8.5	G	G	6159	9252	2796	99	8.7	G	Y	NULL	NULL	NULL	324165	"123,234 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	GBR	000000598172	HO	USA	000060602011	HO	USA	000002250783	"  "	"   "	"            "	507HO09165	"          "	"          "	HO	NULL	NULL	01	52	G	G	-6	-59
JE	USA	000117593792	614JE00586	"BLUE MIST VALENTINO MAZING-ET"	0	"MAZING              "	2011-04-14	"ALL LYNNS LOUIE VALENTINO-ET  "	85	4	77	2.89	82	21851	4.4	966	A	2016-04-05	GUSA	45	14	1	85	11.3	0	NULL	NULL	NULL	45	14	0.6	0.3	0	0.4	0.7	0.4	-0.1	0	0.4	NULL	1.1	1	0.8	-0.2	1	0.6	NULL	-0.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	234	"234,345 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000116279413	JE	USA	000114590277	JE	DNK	000000301607	"  "	"   "	"            "	"          "	"          "	"          "	JE	11.07	5.3	53	100	NULL	NULL	NULL	NULL
HO	USA	000141123484	7WW11596	"SCIENTIFIC B DEFIANT-ET"	0	"DEFIANT *RC"	2011-01-23	"REGANCREST S BRAXTON-ET"	91	-1.7	83	3.13	93	28516	3.5	1007	G	2016-04-05	GUSA	153	82	3.64	94	2.69	2.57	3.15	2.97	75	153	82	3.72	2.13	2.96	3.84	-0.81	3.13	-0.1	2.78	2.75	2.77	3.42	4.05	3.73	2.69	2.24	1.92	2.13	1.11	2016-04-05	11.1	NULL	3007	98	6.4	160	81	2775	617	94	8.2	G	G	149	149	52	81	7.6	G	Y	NULL	NULL	NULL	"432   "	"234     "	1.9	11042	98	NULL	2016-04-05	NA	**	HO	USA	000061898423	HO	USA	000138328405	HO	CAN	000010705608	"  "	"   "	"            "	7WW11596	507HO11596	"          "	HO	NULL	NULL	05	83	G	G	-2.4	-54
GU	USA	000068023679	14GU00315	"ABIQUA ACRES C MARKSMAN"	0	MARKSMAN	2008-06-29	"IDLE GOLD E CHALLENGE-ET"	81	5.4	73	2.92	81	15437	4.9	749	I	2016-04-05	GUSA	62	34	-0.8	85	0.5	-0.94	NULL	NULL	NULL	137	54	-4.5	-2.4	-2.1	-2	0.4	-3	0.5	-0.6	0	NULL	1.4	-0.4	-0.4	-0.2	2	-1.1	NULL	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	243156	123	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	GU	USA	000000604268	GU	USA	000003054552	GU	USA	000000600974	"  "	"   "	"            "	614GU00315	"          "	"          "	GU	NULL	NULL	66	39	NULL	NULL	NULL	NULL
HO	USA	000064755114	614HO06338	"NED-EL ARMSTEAD UPSTATE"	0	UPSTATE	2009-03-02	"DIAMOND-OAK ARMSTEAD-ET"	90	-0.7	86	3.03	89	27489	3.8	1049	L	2016-04-05	GUSA	91	62	1.31	92	0.64	2.19	1.34	1.88	80	93	62	1.4	1.35	1.31	1.31	1.03	1.09	-2.58	2.57	2.47	1.85	1.35	1.76	1.62	-0.84	0.67	-0.82	-1.47	-1.1	2016-04-05	8.7	NULL	1689	97	8.2	160	76	1611	231	93	8.2	G	G	151	82	56	73	5.6	G	Y	NULL	NULL	NULL	243	234,246	-0.2	3536	93	NULL	2016-04-05	NA	**	HO	USA	000132967734	HO	USA	000061567570	HO	USA	000123982137	HO	840	003006030166	614HO06338	"          "	"          "	HO	NULL	NULL	19	100	G	G	-0.9	33
AY	USA	000069261805	507AY00093	"PALMYRA BENDIG BERKELY"	0	BERKELY	2010-03-05	"PALMYRA JERRY BENDIG-ET"	80	0.7	63	2.97	81	19908	4	791	A	2016-04-05	GUSA	33	17	0.9	78	0	0	NULL	NULL	NULL	33	17	0.9	0.5	1.2	0.6	-1.3	0.4	-0.1	0	0.1	NULL	1	1.4	1.6	1	0.3	-0.6	NULL	1.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"312   "	NULL	1.5	302	54	NULL	2016-04-05	"  "	HR	AY	USA	000100323168	AY	USA	000065003767	AY	USA	000100369452	"  "	"   "	"            "	"          "	"          "	"          "	AY	NULL	NULL	38	54	NULL	NULL	NULL	NULL
HO	USA	000063927734	7HO09989	"MORNINGVIEW MOSEBY-ET"	0	"MOSEBY         "	2007-06-01	"MASCOL ET                     "	96	2.8	89	2.9	98	27802	3.8	1052	A	2016-04-05	GUSA	99	72	0.37	93	0.43	0.79	-0.06	-0.13	10	100	72	-0.37	0.61	0.07	-0.59	0.97	-0.37	-1.49	1.15	0.44	0.71	0.16	0.93	0.86	0.86	0.16	1.27	1.63	-0.61	2016-04-05	5.2	NULL	12958	99	6.4	1621	95	9611	500	99	7.2	G	G	1373	1274	173	96	7.7	G	Y	NULL	NULL	NULL	543162	"345     "	2.1	27557	99	NULL	2016-04-05	NA	**	HO	DEU	000578891748	HO	USA	000134465041	HO	USA	000017349617	"  "	"   "	"            "	507HO09989	"          "	"          "	HO	NULL	NULL	48	100	G	G	1.8	56
HO	USA	000069701705	7HO11488	"SANDY-VALLEY BRANSON-ET"	1	"BRANSON        "	2010-11-15	"DE-SU OBSERVER-ET"	93	5.4	86	2.75	95	27737	3.9	1073	A	2016-04-05	GUSA	90	48	2.02	92	2.3	0.93	0.18	0.59	90	90	48	0.65	-0.55	-0.22	1.33	0.88	0.28	0.59	0.78	0.67	1.33	3.02	3.47	3.19	0.94	2.21	1.03	0.59	-1.26	2016-04-05	7.6	NULL	1809	98	5.1	481	87	1198	141	92	7.1	G	G	330	293	81	86	6.2	G	Y	NULL	NULL	NULL	534126	"234     "	0.8	6245	96	NULL	2016-04-05	"I "	99	HO	USA	000065917481	HO	USA	000064833215	HO	DEU	000000253642	"  "	"   "	"            "	507HO11488	"          "	"          "	HO	NULL	NULL	82	100	G	G	3.2	55
HO	USA	000069169783	7HO11275	"PINE-TREE FREDDIE ARNETT-ET"	1	"ARNETT         "	2010-08-06	"BADGER-BLUFF FANNY FREDDIE"	92	5.6	87	2.65	91	27830	3.8	1060	A	2016-04-05	GUSA	122	61	0.95	93	0.97	1.3	0.26	0.14	90	122	61	0.19	0.37	-0.23	-0.29	-0.88	1.03	-0.67	1.6	1.19	1.33	1.91	1.06	0.98	-0.13	1.08	0.93	0.45	-0.06	2016-04-05	5.8	NULL	395	91	4.7	223	78	326	113	81	7.1	G	G	195	128	63	79	5.5	G	Y	NULL	NULL	NULL	513246	"345,135 "	0.6	1055	80	NULL	2016-04-05	"I "	99	HO	USA	000060996956	HO	USA	000065761694	HO	DEU	000000253642	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	86	100	G	G	2.3	72
HO	USA	000069990138	507HO11477	"DE-SU BKM MCCUTCHEN 1174-ET"	1	MCCUTCHEN	2010-11-25	"DE-SU 521 BOOKEM-ET"	96	3	90	2.84	99	29651	3.9	1144	A	2016-04-05	GUSA	1510	526	3.19	99	2.88	2.59	3.06	2.3	10	1510	526	4.01	2.18	1.96	1.6	-1.82	2.17	0.6	3.31	2.85	2.68	3.28	3.42	3.15	2.12	3.47	0.95	0.61	-0.64	2016-04-05	7.5	NULL	28092	99	3.2	1868	99	26342	3288	99	9	G	G	1676	2022	540	98	3.8	G	Y	NULL	NULL	NULL	234156	"126,123 "	1.7	59785	99	NULL	2016-04-05	"I "	99	HO	USA	000066636657	HO	USA	000138218285	HO	GBR	000000598172	"  "	"   "	"            "	507HO11477	"          "	"          "	HO	NULL	NULL	87	85	G	G	0.1	91
HO	USA	000062192588	14HO05420	"SHEEKNOLL SHOTTLE DUBLIN-ET"	0	"DUBLIN         "	2006-01-26	"PICSTON SHOTTLE-ET"	90	-2	86	3.02	91	27086	3.5	961	I	2016-04-05	GUSA	77	55	0.66	90	0.29	0.13	0.33	1.21	NULL	79	57	0.19	0.28	0.76	1.37	-0.42	0.5	0.61	0.18	0.31	0.14	0.23	2.18	2.01	-0.16	-0.5	-0.63	-0.69	0.91	2016-04-05	7.7	NULL	238	88	8.8	178	76	183	85	74	9.6	G	G	162	82	46	73	9.7	G	Y	NULL	NULL	NULL	234	"126,561 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	GBR	000000598172	HO	USA	000060210046	HO	USA	000002290977	"  "	"   "	"            "	514HO05420	614HO05420	"          "	HO	NULL	NULL	05	36	G	G	-1.9	-13
HO	840	003005027108	14HO06239	"FIR-RIDGE PLANET PLUTO-ET"	0	PLUTO	2008-12-08	"ENSENADA TABOO PLANET-ET"	93	4.4	89	2.99	94	26233	3.8	993	A	2016-04-05	GUSA	144	71	0.06	93	-0.09	-0.62	0.37	0.28	50	149	72	-0.07	1.05	0.5	-0.48	0.98	0.68	1.2	-0.39	-0.84	-0.52	0	0.1	0.09	0.05	-0.5	1.22	0.91	-1.27	2016-04-05	4.6	NULL	2924	98	5.1	402	80	1745	171	93	6.4	G	G	330	160	60	80	6.1	G	Y	NULL	NULL	NULL	423	"135,345 "	0.3	2819	92	NULL	2016-04-05	NA	**	HO	USA	000060597003	HO	USA	000061540837	HO	USA	000122358313	"  "	"   "	"            "	614HO06239	"          "	"          "	HO	NULL	NULL	59	59	G	G	3.3	54
HO	USA	000134361093	14HO04511	"ANDACRES MORTY ONWARD"	0	"ONWARD         "	2003-05-12	"STOUDER MORTY-ET"	99	-3.7	99	3.15	99	27444	3.8	1037	I	2016-04-05	GUSA	4749	2390	-0.1	99	-0.19	-0.12	-0.19	-0.02	20	4783	2408	-0.61	0.37	-0.23	-0.45	0.78	0.61	-1.57	-0.21	0.31	-0.55	-0.4	1.57	1.44	-0.87	-1.04	-0.45	-0.26	0.71	2016-04-05	9.7	NULL	12115	99	9.9	4841	98	11379	3325	98	7.4	G	G	4344	5097	2352	98	6.9	G	Y	NULL	NULL	NULL	423651	"234,345 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000017349617	HO	USA	000129384254	HO	CAN	000006026421	"  "	"   "	"            "	514HO04511	614HO04511	"          "	HO	NULL	NULL	08	43	G	G	-2.4	38
AY	USA	000068867588	14AY00029	"HAYNES-FARM WINGNUT"	1	"WINGNUT*TF     "	2009-07-25	"PALMYRA TRI-STAR BURDETTE-ET"	75	0	60	2.85	70	18871	4	761	A	2016-04-05	GUSA	15	10	0.9	65	0	0	NULL	NULL	NULL	15	10	1.8	0.7	0.4	0.5	-0.9	0.3	-0.3	0	0.3	NULL	1.4	0.8	0.8	0.4	1	0.1	NULL	0.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	243	234	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	AY	USA	000100419568	AY	USA	000065000575	AY	USA	000100166264	"  "	"   "	"            "	614AY00029	"          "	"          "	AY	NULL	NULL	14	100	NULL	NULL	NULL	NULL
JE	USA	000116517078	614JE00544	"GR HOCKETT RESCUE DALE DAZZLE{3}-"	0	"DAZZLE         "	2008-12-06	"PR OOMSDALE JACE GRATIT GARDEN-ET"	91	2.2	84	3.11	91	23647	4.1	977	I	2016-04-05	GUSA	71	28	0.2	89	3.2	0	NULL	NULL	NULL	71	28	0.1	0.2	0	-0.1	-1.1	0.3	0.1	0	-0.4	NULL	0.1	0.4	0.3	-0.2	0.5	0.2	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	126	"246,126 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	GR	JE	USA	000067010224	JE	USA	000067085064	JE	USA	000110980032	"  "	"   "	"            "	"          "	"          "	"          "	JE	3.21	1.44	37	100	NULL	NULL	NULL	NULL
HO	USA	000066676829	507HO10937	"KING-EMERLING FUTURE-ET"	0	FUTURE	2009-10-26	"ENSENADA TABOO PLANET-ET      "	91	4.2	87	3.01	91	28557	3.7	1070	A	2016-04-05	GUSA	98	69	0.86	93	0.65	0.81	-0.11	1.02	70	98	69	-0.15	-0.19	0.02	1.56	0.81	0.09	0.15	1.31	0.33	0.99	0.38	1.25	1.15	1.81	0.24	1.63	2.12	-2.17	2016-04-05	9	NULL	1730	97	8.7	200	78	1101	189	91	8	G	G	181	110	73	77	9.2	G	Y	NULL	NULL	NULL	531426	345,135	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060597003	HO	USA	000062626509	HO	GBR	000000598172	"  "	"   "	"            "	507HO10937	"          "	"          "	HO	NULL	NULL	75	100	G	G	0.8	99
HO	USA	000062833587	614HO05681	"CHARCOL T-STORY LOTO-ET"	0	LOTO	2006-12-19	"JENNY-LOU MRSHL TOYSTORY-ET"	97	-2	96	3.31	99	29060	3.7	1068	A	2016-04-05	GUSA	282	162	0.35	96	-0.24	0.01	-0.05	0.73	50	282	162	-0.6	0.38	0.14	0.68	-1.78	1.3	0.56	0.77	-0.23	-0.07	0.82	-0.05	-0.05	-0.27	-0.84	0.37	0.15	0.84	2016-04-05	7.8	NULL	7199	99	6.4	2631	96	5542	435	98	7.1	G	G	2379	1771	271	97	6.8	G	Y	NULL	NULL	NULL	465231	561	0.8	7396	97	NULL	2016-04-05	NA	**	HO	USA	000060372887	HO	USA	000136102586	HO	USA	000017365519	HO	840	003004518113	514HO05681	614HO05681	"          "	HO	NULL	NULL	16	100	G	G	-1.5	55
HO	USA	000068711460	7HO11199	"BO-IRISH-RN SUPER BRONX-ET"	0	"BRONX          "	2010-06-30	"CHARLESDALE SUPERSTITION-ET"	92	3.6	87	2.68	91	27929	3.6	1014	I	2016-04-05	GUSA	128	61	1.52	93	1.54	0.6	0.09	0.93	NULL	128	61	0.07	-0.12	0.23	1.4	-1.27	0.53	1.88	0.46	0.36	1.13	2.02	2.87	2.64	1.83	0.72	1.86	2.04	-0.97	2016-04-05	7.2	NULL	386	91	6.7	255	80	309	85	80	7.8	G	G	202	130	61	80	5.8	G	Y	NULL	NULL	NULL	NULL	"234,345 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000062065919	HO	USA	000062496942	HO	CAN	000010705608	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	59	100	G	G	1.3	42
HO	USA	000066636674	507HO10725	"DE-SU 538 HOORAY-ET"	0	HOORAY	2009-03-16	"ENSENADA TABOO PLANET-ET"	92	2.7	88	3.16	91	28831	3.8	1084	A	2016-04-05	GUSA	99	59	1.34	92	1.18	0.63	-0.07	0.91	15	99	59	-0.42	0.43	0.33	0.75	-1.15	-0.21	1.09	1.03	0.43	0.84	1.82	1.98	1.82	1.22	0.55	1.11	0.89	-0.83	2016-04-05	8.7	NULL	1234	97	9.8	240	79	836	185	90	8	G	G	233	118	60	79	8.9	G	Y	NULL	NULL	NULL	342156	345,234	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060597003	HO	USA	000062720607	HO	GBR	000000598172	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	62	100	G	G	-0.7	109
HO	USA	000062190170	514HO05639	"E-LONGVIEW CM-ET"	0	CM	2006-09-14	"JEWELED-ACRES SHARKY-ET"	98	2.4	97	3.01	99	28608	3.9	1106	A	2016-04-05	GUSA	1748	717	0.51	99	0.47	-0.47	0.22	1.11	85	1749	718	0.3	0.27	0.57	1.16	-0.45	-0.8	1.22	-0.45	-0.2	-0.49	1.52	-0.96	-0.88	1.14	0.99	2.07	1.9	-1.54	2016-04-05	6.4	NULL	13284	99	8.5	3245	97	11699	1091	99	7.6	G	G	2883	2549	646	97	6.9	G	Y	NULL	NULL	NULL	243156	"456,561 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000131184495	HO	USA	000134357010	HO	CAN	000006026421	HO	840	003004518118	14HO85639	14HO95639	514HO05639	HO	NULL	NULL	66	68	G	G	0.2	109
HO	USA	000068610912	7WW11214	"WINDSOR-LEASE VALOR-RED-ET"	0	"VALOR-RED      "	2010-10-04	"CO-OP MAC PEMBROKE"	90	1.9	83	3.03	90	26615	3.7	991	I	2016-04-05	GUSA	75	49	0.65	91	-0.17	1.67	0.37	0.22	NULL	75	49	-0.27	1.31	0.82	-0.59	-2.73	0.56	-0.58	1.96	1.65	1.73	0.23	-0.37	-0.34	0.79	-0.52	0.59	0.57	0.05	2016-04-05	7.5	NULL	619	94	6.9	113	74	562	181	85	7.9	G	G	108	98	56	75	8.6	G	Y	NULL	NULL	NULL	"153   "	"345     "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000064541655	HO	USA	000137356764	HO	GBR	000000598172	"  "	"   "	"            "	7WW11214	"          "	"          "	HO	NULL	NULL	29	95	G	G	0.8	50
BS	USA	000000199157	614BS00370	"RIEDLAND CAMELOT FAUST ET *TM"	0	FAUST	2006-12-01	"GEARINGS PATRICK CAMELOT"	88	2	78	3.01	86	24224	4.2	1009	A	2016-04-05	GUSA	98	30	0.6	93	0.86	-0.27	NULL	NULL	NULL	98	30	0.4	0.4	0	-0.3	-1	0.7	0.6	0.3	0	NULL	1.1	0.7	0.5	0.5	0.8	1.1	NULL	-1.3	2016-04-05	6.7	NULL	369	90	6.4	63	69	0	0	NULL	NULL			NULL	0	0	NULL	NULL		N	108	88	NULL	156342	"456,561 "	-1.4	927	78	NULL	2016-04-05	"  "	HR	BS	USA	000000187748	BS	USA	000000894778	BS	USA	000000185301	"  "	"   "	"            "	138BS04146	138BS04192	"          "	BS	NULL	NULL	25	100	G	G	NULL	NULL
HO	USA	000066800610	14HO06494	"RICH-BANKS HE-MAN-ET"	1	HE-MAN	2009-11-01	"LONG-LANGS OMAN OMAN-ET"	92	0.1	88	2.83	92	27943	3.7	1040	A	2016-04-05	GUSA	130	75	1.18	93	1.12	0.51	1.35	1.35	60	132	76	1.79	0.92	1.18	1.06	0.24	0.43	0.53	-0.11	1.09	0.61	1.07	2.32	2.13	0.98	0.92	-0.33	0.03	2.09	2016-04-05	5.9	NULL	5666	99	4.7	257	78	4884	463	97	8.4	G	G	243	143	77	80	6.5	G	Y	NULL	NULL	NULL	135	234,246	0.8	10268	98	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000062914712	HO	CAN	000010705608	HO	840	003006030054	614HO06494	"          "	"          "	HO	NULL	NULL	42	100	G	G	0.9	67
HO	USA	000141123484	507HO11596	"SCIENTIFIC B DEFIANT-ET"	1	"DEFIANT *RC"	2011-01-23	"REGANCREST S BRAXTON-ET"	91	-1.7	83	3.13	93	28516	3.5	1007	G	2016-04-05	GUSA	153	82	3.64	94	2.69	2.57	3.15	2.97	75	153	82	3.72	2.13	2.96	3.84	-0.81	3.13	-0.1	2.78	2.75	2.77	3.42	4.05	3.73	2.69	2.24	1.92	2.13	1.11	2016-04-05	11.1	NULL	3007	98	6.4	160	81	2775	617	94	8.2	G	G	149	149	52	81	7.6	G	Y	NULL	NULL	NULL	"432   "	"234     "	1.9	11042	98	NULL	2016-04-05	NA	**	HO	USA	000061898423	HO	USA	000138328405	HO	CAN	000010705608	"  "	"   "	"            "	7WW11596	507HO11596	"          "	HO	NULL	NULL	05	83	G	G	-2.4	-54
